ID, Media, Link
1016792352122384387,Allez les Bleus! This goes out to the fans who feel like it s 1998 all over again. https://t.co/mucRAMli2F,http://pbs.twimg.com/amplify_video_thumb/1016791802584666113/img/JFdQQDGf9i_zOgcn.jpg
1015643704282017792,This OREO goes out to our 8 704 000 #SoccerFans who would do just about anything for a game-worn jersey. https://t.co/g3iI5gAEwc,http://pbs.twimg.com/media/DhhIc62WAAEVyPv.jpg
1014951067866533893,.@PhiPhiOhara We would ask if you like Golden OREO cookies  but we already know that you don t wear blonde. https://t.co/8oYBbMRToR,
1014480139638509568,This OREO goes out to our 25 198 000 history buffs celebrating America s birthday in style. https://t.co/3RzYCJ8anK,http://pbs.twimg.com/amplify_video_thumb/1014478202117480448/img/3pF61EjC55TCAXAm.jpg
1014312562660462592,This OREO goes out to all of the England fans who think it s coming home. https://t.co/rB2Ovgyc9f,http://pbs.twimg.com/amplify_video_thumb/1014312359203147776/img/wNq2o3n1ocx1Vdag.jpg
1012365411189514240,Best cookies ranked: 15. You 14. can t 13. rank 12. them 11. because 10. cookies 9. are 8. perfect 7. and 6. delici  https://t.co/QrORNbrQbU,
1010310244164128768,This OREO goes out to everyone celebrating Pride Month. https://t.co/3BIWM78k6j,http://pbs.twimg.com/ext_tw_video_thumb/1010309224952401920/pu/img/J8e9XE2Jvv50Y0Wc.jpg
1010201292009033733,This OREO goes out to the 967 000 summer #blockbuster fans who always think of a T-Rex when they see water ripple. https://t.co/8MYout4VKi,http://pbs.twimg.com/ext_tw_video_thumb/1010201189345046529/pu/img/PuK7ePqCd78Y_tyX.jpg
1007732222273769477,A  B  and O: Essential letters for your favorite brands  lifesaving letters for the American Red Cross. Learn more:  https://t.co/BGnhAhNt8E,
1005105404538511360,This OREO goes out to our 547 906 8-bit #gamers who've fought off Space Invaders for the past 40 years. #si40th https://t.co/hujtmrS6dk,http://pbs.twimg.com/media/DfLZ65MWsAI7S8M.jpg
1004735643489112065,Hi @NBCTheGoodPlace  we re so forking excited to see you in our mentions! We d like to invite you to meet with the  https://t.co/O4PGxlmmvx,
1002625878709489666,Hey @GriffinMcElroy  we heard you re a fan of OREO Cookies. But are you a good good fan enough to try THIS new flav  https://t.co/zwdERWl91f,
1002599645732917248,As Milk s Favorite Cookie  we re always excited for #WorldMilkDay! How long do you dunk your OREO Cookie?,
995113787119325185,That depends on if it's just you or the entire cast... #SharingIsCaring https://t.co/JCXlkSakyH,
991803757477421056,Are there even other ice cream toppings?  \_( )_/  https://t.co/5GkflQ3444,
984075476875522048,You should never have to choose between pizza and OREO cookies. Except for right now! Vote for us in the #KFTourney  https://t.co/pFuOh3Pf1M,
971075000378839040,Thanks  @TeganandSara! This just made our birthday a little sweeter.   #NationalOreoDay https://t.co/l67VQDrE4J,
971071748828467200,As Spock always said  Twist  Dunk  and Prosper.    https://t.co/diotD7N9fR,
969042794047262720,Reading through #AddOREOsImproveAnything and all we can say is: https://t.co/apAHU7fibV,http://pbs.twimg.com/tweet_video_thumb/DXK7Is_WAAAMnMb.jpg
967928475347595264,Congrats to #TeamUSA on an unforgettable #WinterOlympics  but (like a pack of OREO cookies) all good things must co  https://t.co/XFAUkFXVKR,
967791807655567366,The games are winding down  and so is our #Bite2WinSweepstakes. Today is the last day to enter! No purchase necessa  https://t.co/LGGaJrszHK,
967538816033705991,Don t miss your chance to enter the #Bite2WinSweepstakes. Tomorrow is the last day. Bite  snap  and share for a cha  https://t.co/s42fBdCUqh,
966085080790663171,Give us a U! Give us an S! Give us an A! Give us an OREO cookie! #CantMissMoments https://t.co/32qZzxgLBp,http://pbs.twimg.com/media/DVl3-RCXkAAxWON.jpg
964575114212749313,Hosting a #TeamUSA viewing party? Score major brownie points when you serve up this decadent dessert.  https://t.co/OnVEMM82WX,
964295778062618625,We hope #TeamUSA packed a warm hat for the #WinterOlympics! https://t.co/ulyN3Wgfho,http://pbs.twimg.com/media/DWGtxnAV4AAh3pR.jpg
964242628157018112,We re having a ball watching #TeamUSA compete! With this recipe  you can have a ball  too. https://t.co/uvAopOwGPU  https://t.co/bE4w3FZanZ,
963933379933618178,We re ready:      #TeamUSA OREO cookies    Skis     Ski poles     Ski boots     Goggles     Warm jacket     Gloves https://t.co/tIkkkYuYQ2,http://pbs.twimg.com/amplify_video_thumb/963880129926754304/img/jhrh8RzDBDG7SC4L.jpg
963880580659273729,Skip the qualifiers make some #TeamUSA-inspired snacks and go straight to the medal round! These winning treats go  https://t.co/aFDuoLYIXH,
963829296421855232,To #TeamUSA s @ChloeKimSnow: Thank you for sharing these #CantMissMoments with the world we can t wait to see what  https://t.co/qK8qMStTdW,
963571003887575040,You don t have to train for years to get a taste of #TeamUSA glory you just need to pick up some OREO cookies!  https://t.co/NlWJTuQmVu,
963480412142972928,Hey @ChloeKimSnow how s our form? #CantMissMoments https://t.co/OclKVOuwWO,http://pbs.twimg.com/amplify_video_thumb/963474114374721537/img/u3anw85wZYw1GMT0.jpg
963240668905857024,You did it @TeamUSA's @ChloeKimSnow! Heard you were hangry. That gold-medal run deserves this OREO ice cream treat  https://t.co/A4VGaElmbD,
963102592988598272,You don t have to be on #TeamUSA to win big during the #WinterOlympics. Pick up some OREO cookies and join the  https://t.co/8AvmcmiEk7,
962763175501250560,Our #Bite2WinSweepstakes is underway! Show your #TeamUSA spirit strike a podium pose with an OREO cookie for a chan  https://t.co/vsm6ap82Cv,
962725442057789441,A #TeamUSA-inspired dessert cooler than the slopes at the #WinterOlympics. Enjoy this milkshake while you make your  https://t.co/TI0gqkkqXh,
